id,saleprice
1517,119361.33860373005
2304,121884.93744294561
1312,94264.53096614852
2012,140539.31381191208
506,242237.0952691645
2865,207570.75237214912
2367,102399.59581192347
554,94225.13841237366
238,129293.48250588811
1954,105689.8265838775
2488,153542.77552422503
2291,91697.89203145533
1969,97013.03643340073
2725,171016.606369928
1482,155420.04520323843
2763,203398.30867524305
503,262018.14214113523
1584,257673.78175154905
1531,174662.98259909332
2210,185373.23472517423
459,345167.4839149857
556,130839.93073869238
1347,140181.01592680713
1290,71490.66581312052
1388,104823.22052986604
1571,194917.06072848837
2754,212532.48717338248
765,127952.52731416526
2494,120309.44365766394
2870,233103.85477885173
7,227072.66571073874
1114,261992.4248802167
2418,259811.79889341939
291,134920.21417551403
18,346720.01765046926
39,349571.6787587041
1001,291838.3360316692
2442,232466.21040234822
616,137859.92159368988
2680,60696.01810121471
1414,109495.4194938877
289,132666.8225476879
40,251923.4672863035
860,125191.63493279558
409,121889.7638605682
673,163973.62217708037
2427,169049.95659669657
2036,206240.35237863465
2564,155972.94146224667
642,181450.25827502852
1008,169904.83560539794
1908,150937.28332746794
2519,221101.6003414787
1369,94022.365401415
2855,182098.63989920964
712,82663.12326741281
1943,114395.67125801665
1958,136518.76383180005
107,169454.10769539833
2295,199414.99115754833
704,90578.1295035426
676,137908.68595143477
259,176994.10707900752
93,287531.4509460919
106,229631.86264119358
2315,183027.39956175943
1050,109498.67000146178
1095,192783.55335486314
2709,143972.31693481334
758,138322.6839910479
1496,161416.4716275831
2370,115431.89341326244
2458,277923.7746498164
2733,143836.9994943018
161,291752.8322405826
726,141823.28340186703
845,206010.75908550504
947,238161.1751781629
2232,115471.03176513276
2563,157156.12212506888
2299,152352.18265453452
211,118380.56365137563
605,181792.17361404756
1478,231369.25524398277
2247,257235.26931393833
2274,205116.6918317735
2869,212455.73963190423
967,220403.24407407758
2656,107736.38327736373
667,221860.13318764168
1042,104325.76699856372
2023,175297.83300948745
2447,373690.7833120334
2055,121566.8332393411
2275,292888.1879052839
2204,187831.5840110388
1563,281258.23166655155
483,226256.94317703828
796,133166.7293415481
1526,159330.68366031972
2042,165084.3919267381
442,345933.85658294114
1693,315927.3585799371
1468,215992.65980981506
1430,208121.28732689662
2605,189724.18222156656
1529,195110.54856866229
335,129129.58773814546
1287,131149.23796024063
31,97516.70308334864
1785,303510.2014719773
82,167743.82120978535
2620,127225.72661619922
252,192710.8745303941
721,71796.76028402684
2165,196611.50453923212
2316,170874.24056024852
775,128853.48314135202
1558,110552.21373167264
17,209963.62267516734
1022,220658.65072515022
925,138164.07442389324
438,304278.1470515682
1270,147251.38156746057
1272,117093.82730781277
215,131217.74215788324
266,220925.4945272858
2402,259406.56247491782
1250,123396.07888592355
1984,125430.04646822106
1279,148964.9465725035
377,244976.32578390738
1252,163770.85546419848
2156,247833.26860130517
499,311879.98498438695
1374,118141.17291339242
2898,241518.93249273274
401,108716.47695270019
2721,192643.21426350137
2078,278513.5383213075
2589,115695.98897857533
1946,235869.67673061497
1334,111670.5020142049
2781,232557.95386338464
431,374281.53114282095
576,210627.5881922029
1474,202658.9002749068
2254,140557.53464613727
2155,259556.37086740663
885,108012.12103690823
643,126500.59483979952
1944,125425.71593521498
480,199746.52339042295
2845,109503.4667207139
2387,310899.9961989331
2407,223902.57190119533
2527,159208.27589895
2514,164441.35158570533
629,185733.98261357748
80,195771.89562624076
1876,138377.59589373105
1546,120275.5800874013
2518,205925.5090582774
2347,162385.07755648918
783,209786.31327823686
1322,55506.89853643897
194,68966.6125884625
1770,295149.98103790067
2143,131041.4068172143
1229,208197.15331596666
511,260867.16336549254
46,225084.53820745228
1348,168329.44843322763
2465,196135.49056145962
387,230936.43280884123
873,210371.4890688014
1918,113493.56437622971
2764,219817.35932046061
2184,124186.62150793459
934,140674.81700224683
1920,127340.78991039701
2631,150417.67047835924
1768,538959.133288378
2040,111632.19536857022
1749,216070.18114104267
834,224673.92888432814
1457,242743.20701701098
79,120024.24887184639
2302,111673.57987261338
1817,126503.0686971448
2755,232759.4909456021
359,166011.83659214113
2059,112388.38719172326
2092,237700.90038192578
2516,235421.05175468186
150,113987.01728882939
1656,137987.05844698276
83,93502.47665605592
2411,190596.99181590567
795,78134.85523889361
2312,228672.09841680294
2917,75250.53669150373
1624,177796.68544804616
2215,311518.33490798174
1211,151679.94135744136
1485,158078.12623487937
1024,157442.0186502442
570,208058.97387152977
2874,121685.49759880293
700,154818.84596575864
2756,215899.9286447752
2022,172200.27272865095
583,212129.36799346434
2392,349641.1374336047
2424,184728.51944988026
212,105965.99330664959
736,130504.51790830574
1610,171573.20964713956
890,122719.34981742529
467,180304.01718836834
578,287462.9208894477
1747,176856.09054563605
1149,166943.31193196287
2758,234745.78582231354
857,136319.59962190405
2219,285535.2995203848
733,123129.84989497061
2909,127493.00131593476
1798,258533.87771843572
235,130916.92409064455
2366,126730.30528199203
1027,126451.75065725792
1195,139359.39218166284
1303,27009.28081247784
148,195120.95753701712
608,169225.42189964402
2515,203203.98789693683
821,286340.0216118689
2500,286258.67498201516
745,112841.02669039792
741,130232.26790869662
1611,131183.7051257817
2532,114198.55804435912
1081,206192.39460010585
1692,393775.13121911784
2520,188000.30351207964
276,132734.06798835864
1992,120058.46971828015
663,40546.9235911734
418,124670.80534608611
1733,190268.44109681432
2359,138331.15292517398
253,196611.7087671995
1518,170893.56925479262
2035,141483.1437397874
2919,79056.24670210277
1540,243675.2086422835
2120,154672.19755413302
1674,190016.63124079487
256,159859.66158463937
2361,99194.60921208597
978,72856.79807027386
2280,174841.66445900314
2095,222675.94192795688
1709,319603.25562081905
2801,224822.86502435355
1246,99784.96819969227
2373,104935.5913357027
1055,284766.93140251475
2017,112709.15074258838
1099,289469.6068977447
1344,91311.5781867984
835,193897.80609129474
1117,210457.32686792192
2043,85308.22187267583
2085,138352.70468814537
410,151515.1282259897
2650,104063.7545049066
2867,188432.7183246034
1668,116531.99334453317
1161,180004.98564463295
2122,175018.46315043035
2539,139033.32976043338
1047,130542.48608433464
1445,124467.85305440359
541,137502.38578682474
569,232859.9351448679
1276,117381.9787421752
918,161753.69235618442
326,179555.85061951555
1936,121705.55567385345
895,92349.70234878728
257,148211.7573948174
1241,179700.74400927592
1545,113758.20473311277
1189,167987.7100085624
270,146126.28168118553
2066,210603.61233879105
693,103017.55116896094
1259,178580.3007122524
2916,159122.6726376394
2321,265460.7593460007
1977,100227.71968230189
1895,164836.519798678
1240,155631.98953036583
85,144868.75918861764
1823,121262.32441786322
825,300027.0854516894
110,221693.88071920746
697,120060.41305020751
2297,97568.29467286865
1231,131464.06143101119
1355,143174.0397841534
968,339241.50077790464
584,221541.79172166
1315,118600.65280573501
1606,138566.58017973928
206,110636.02019810179
1685,343281.69277486275
2016,141799.5943713372
869,210215.66740325908
2135,123995.37336861098
2346,164827.9715888973
2430,213083.96540478102
2198,104941.30608665997
2652,109907.84414268492
27,107431.13421495607
241,167643.67998815354
906,126167.29231459496
1506,100468.77401570478
2098,331007.7065893926
1435,204776.0722764706
2213,148358.79830762875
1274,130509.71317501721
743,48798.492560239145
1737,192449.90160757533
2797,252725.9499548258
2185,82318.71411720348
58,177837.59204041463
830,196453.9034815631
808,138556.149249874
680,157418.15174969521
1153,112063.73479873067
1291,136054.62089196927
1818,206253.29331025388
2161,189978.26596633182
1883,125000.8660293543
350,352588.8327935925
2473,151425.31138353315
295,201489.64914764493
293,205621.94158443488
859,122420.25115018006
288,54061.821332069696
1578,155912.98871081386
102,186383.239763518
2831,175325.8971010492
1030,173967.95672325842
2551,132587.11604773643
1286,134357.45687732322
958,307475.4859274491
776,125026.36148222911
72,237787.50117772256
2263,249578.7909442277
1866,140536.92521384015
2876,58265.49198742682
2146,258860.04972828252
103,179443.11348336475
1500,154819.0333045177
492,183567.60295219725
167,131885.60851665883
2597,118526.1719802875
2685,114156.60188780552
1035,141740.54992554893
1220,62584.023679959704
2602,151690.0528422748
2159,217598.2599248706
695,133554.69538145573
1109,275182.8955909824
640,185584.3139660226
1652,150741.44277117943
2090,179618.9393237396
1188,193521.1239833749
2345,225195.61652560037
1059,361187.3588279857
2751,232024.0871950252
128,239451.9137194394
1523,169050.25248468074
2925,157737.55730723785
2145,270832.57694855967
1121,216373.065608569
566,285332.50114758004
565,245806.543599469
1331,152132.31075995349
2928,122172.65485956169
156,137870.68827746034
797,168038.9210156086
327,89115.75429565822
2859,163803.46966999047
1453,109264.00288502341
1762,335942.8400214724
1868,196615.48475189964
1760,183652.93881593927
1113,248588.919220521
1812,185612.16933058252
117,156733.0867508685
1142,207956.3238183126
2342,372262.6519084417
927,156616.23985691663
2478,188279.54435212121
655,80198.89289651219
2064,115739.88983201122
369,267973.3618933589
2239,117194.78735569933
2732,219415.30533140956
1653,151595.912625081
959,231835.24065762284
2395,321799.8035687035
1412,103809.0263789448
271,241154.44481975946
1484,158484.8432251514
1497,143836.7342358922
552,181440.0339289757
2,119058.21393637234
1855,300305.78036697465
4,244925.2034270253
2292,166513.1252531246
134,140653.710810292
646,121542.70748611206
42,311323.30847843405
532,215480.7411382727
713,93211.21202377434
2561,125586.71441632179
2360,126541.22063687009
1333,126235.52744924586
1407,208572.885004617
2892,268426.23168203555
574,217716.30853587072
1227,192108.50552777527
2591,260839.2188514679
1476,206508.92460848397
1125,282736.3452165362
1446,131585.29409832545
408,99943.64611818023
1101,290096.79230919253
2251,193030.35108792628
373,186666.68463470493
2554,121537.94036736884
2382,266590.0856739609
1985,71581.17109034337
519,212499.78626628895
1093,193234.18795394272
864,251478.37798246538
2889,144620.84034636125
2308,203198.12948950438
986,150090.0589169315
1302,139821.0634664254
585,152406.81785918612
2708,143484.97839644857
147,128819.85336117537
1441,218037.2874097915
383,170534.14332750704
285,175176.62365993715
181,107070.75954874644
358,197815.67201063706
780,220783.32057228594
258,197929.23496395565
1865,210516.57795780408
692,121223.0679088513
2902,326633.150821208
508,253650.1922752788
2638,135681.32067882482
36,149916.74952466344
611,181842.02114780128
2281,118148.32503940162
1678,115543.33232809143
1696,420606.3139538046
1557,89379.37725871454
2180,151381.81963806902
1726,235264.13583515614
951,138806.39538343737
267,229462.3730499468
2706,147101.24440680898
2221,235275.34281315922
1357,153900.6382158813
2901,316251.7673114374
347,189647.2400681577
2164,190207.2554107677
1586,285834.6516702376
360,166041.6832580817
1769,252467.63001178118
2617,168828.04432078617
1879,164582.99212458878
991,232627.175356397
1535,137625.2102385338
1191,156949.75054874204
1579,205503.01271859295
1882,136328.23507774877
1510,125194.24489362279
2196,157293.71689925925
1845,188911.49739934687
2336,348507.1445611515
942,86296.70357146613
861,123799.47975218078
2555,109639.12752834256
1392,153885.73547964034
2099,259235.90593365388
1543,125097.24627909779
948,292778.9204955685
1239,155883.2659720132
22,175145.9349721275
2796,235325.78974764925
2747,175579.953300318
92,294127.3491827799
210,200765.37234594487
1858,223034.31833092656
2228,158150.8567516934
447,230679.7992057268
827,235408.57077390782
1649,204758.9992131768
682,138285.51219439338
2698,106972.70943982681
494,175497.78470843402
214,102543.91432729841
2441,227938.48994048062
2679,106936.82128785804
1336,115537.21751187963
465,189737.34206361882
1524,151662.865479887
2543,114672.3209298847
631,129825.6220224614
2452,305095.21047463594
228,154346.65624090796
126,162999.16688123316
1092,225042.42348458187
1122,232719.99053086387
932,241060.98207838245
1980,85168.93216066649
2171,106523.32002484436
551,152511.5154585913
2768,177995.16385198667
2056,113991.61658012438
1159,347754.83855929365
2645,128151.43024446658
1174,181173.50575117397
2266,214637.85835217586
2462,340818.3066406512
1219,132858.46937485412
2922,187929.2480728987
118,141487.46964676294
474,178333.84281491896
2576,154253.52520248268
872,284719.8286005166
1077,236761.60559341472
1536,152238.7487852719
1150,127269.63729645696
2341,282553.07727240265
1931,145651.10287066817
2785,125740.38768779906
2538,120494.35776668388
597,201752.74593099847
464,204701.42004458437
233,233391.914799725
2169,127084.54869291444
2123,160272.30258290298
1867,158715.94414654945
137,251852.273039226
515,217947.30611364564
933,122103.34675267628
2784,165660.7529297508
972,182738.65973876175
599,159450.00621349423
2614,117473.2763658973
2582,152447.4880934412
1409,152539.18286841043
175,93761.9305430566
352,225736.34172040218
976,84976.00121684532
2134,198058.3266747274
984,105288.8980866373
2396,348564.6041039745
1673,146619.37868695345
404,117406.23444145793
607,167964.80035223847
814,180248.70000483634
868,200862.32041735583
2271,238895.39867587254
1633,243595.46371597587
337,157128.05110301642
2765,184523.72435629796
1746,223187.3934408918
368,335367.73202278995
2806,202285.88886037873
1662,178093.38748611408
1234,208592.3710079719
1373,144034.61380633342
1672,107696.09405952372
1939,130503.39331196315
